Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temp. (K),Monitoring energy (nm),1st Excitation max. (nm),Formula
24,15,0.45,14.55,136,63,8,55,310.861762,151.964,15.999,135.965,695,200,60,140,7.89,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669,303.25,120,28.35,91.65,640.989848,239.985,68.3838,171.6012,2143.25,900,83.25,816.75,65.7625,51.6,0,51.6,120,90,0.9,89.1,280.5349764,204.27081,2.55167325,201.7191368,298,589,393,Sr1.55Mg3P4O15Eu0.45
24,15,0.5,14.5,136,63,8,55,310.861762,151.964,15.999,135.965,695,200,60,140,7.89,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669,304.5,120,31.5,88.5,644.207048,239.985,72.915,167.07,2142.5,900,92.5,807.5,65.715,51.6,0,51.6,120,90,1,89,280.5337523,204.27081,2.8351925,201.4356175,298,589,393,Sr1.5Mg3P4O15Eu0.5
45,28,0.4,27.6,145,63,8,55,331.51267,151.964,15.999,135.965,705,200,60,140,7.94,3.44,0,3.44,18,6,2,4,42.0314822,13.618054,5.670385,7.947669,708.8,342,12.6,329.4,1541.127479,788.58,26.9735448,761.6064552,4350,1800,74,1726,121.016,96.32,0,96.32,223.6,168,0.8,167.2,512.1711668,381.305512,2.268154,379.037358,298,590,394,Sr9Sc0.6P7O28Eu0.4
11,7,0.1,6.9,132,63,8,55,304.73584,151.964,15.999,135.965,565,185,60,125,6.2,3.44,0,3.44,15,6,2,4,32.333819,13.618054,5.670385,7.947669,180.4,74.1,6.3,67.8,391.844496,168.921096,15.1964,153.724696,1060.5,420,18.5,401.5,29.478,24.08,0,24.08,55.9,42,0.2,41.8,121.3624505,95.326378,0.5670385,94.7593395,298,591,395,Y1.9Ti2O7Eu0.1
11,7,0.3,6.7,132,63,8,55,304.73584,151.964,15.999,135.965,565,185,60,125,6.2,3.44,0,3.44,15,6,2,4,32.333819,13.618054,5.670385,7.947669,185.2,66.3,18.9,47.4,404.456128,151.139928,45.5892,105.550728,1061.5,420,55.5,364.5,29.234,24.08,0,24.08,55.7,42,0.6,41.4,121.2530755,95.326378,1.7011155,93.6252625,298,591,395,Y1.7Ti2O7Eu0.3
12,7,0.17,6.83,179,83,5,78,427.8314,208.9804,10.81,198.1704,670,185,60,125,8.38,3.44,0,3.44,18,6,2,4,40.9851292,13.618054,5.670385,7.947669,248.6,151.89,10,141.89,581.959012,382.434132,21.62,360.814132,1094.25,420,31.45,388.55,32.637,24.08,0,24.08,59.49,42,0.34,41.66,132.3320309,95.326378,0.96396545,94.36241255,298,591,394,CaBi1.83B2O7Eu0.17
4.03,3,0.03,2.97,136,64,9,55,328.2124032,157.25,18.99840316,138.2515968,415,185,50,135,5.18,3.98,0,3.98,11,7,2,5,29.243001,17.42282,5.670385,11.752435,92.89,64,1.89,62.11,218.8041295,157.25,4.55892,152.69108,335.55,180,5.55,174.45,13.14,11.94,0,11.94,23.06,21,0.06,20.94,58.58836755,52.26846,0.17011155,52.09834845,298,591,272,GdF3Eu0.03
7,4,0.01,3.99,153,63,8,55,356.147214,151.964,15.999,135.965,755,260,60,200,7.73,3.44,0,3.44,16,6,1,5,41.31526555,13.618054,3.893905548,9.724148452,114.08,54.45,0.63,53.82,252.3707994,131.5763974,1.51964,130.0567574,749.25,257.4,1.85,255.55,18.0421,13.76,0,13.76,32.01,24,0.02,23.98,76.51680734,54.472216,0.05670385,54.41551215,300,593,395,Cs0.99MgPO4Eu0.01
7,4,0.07,3.93,153,63,8,55,356.147214,151.964,15.999,135.965,755,260,60,200,7.73,3.44,0,3.44,16,6,1,5,41.31526555,13.618054,3.893905548,9.724148452,114.56,51.15,4.41,46.74,253.5143123,123.6020703,10.63748,112.9645903,744.75,241.8,12.95,228.85,17.9947,13.76,0,13.76,32.07,24,0.14,23.86,76.62339611,54.472216,0.39692695,54.07528905,300,593,395,Cs0.93MgPO4Eu0.07
5.01,3,0.01,2.99,131,63,8,55,299.265,151.964,15.999,135.965,580,185,60,125,5.77,3.44,0,3.44,14,6,2,4,32.0354942,13.618054,5.670385,7.947669,84.63,40,0.63,39.37,180.81864,91.224,1.51964,89.70436,516.85,180,1.85,178.15,12.65,10.32,0,10.32,24.02,18,0.02,17.98,53.65792105,40.854162,0.05670385,40.79745815,298,593,395,CaZrO3Eu0.01
5.02,3,0.02,2.98,131,63,8,55,299.265,151.964,15.999,135.965,580,185,60,125,5.77,3.44,0,3.44,14,6,2,4,32.0354942,13.618054,5.670385,7.947669,85.26,40,1.26,38.74,182.33828,91.224,3.03928,88.18472,518.7,180,3.7,176.3,12.65,10.32,0,10.32,24.04,18,0.04,17.96,53.7146249,40.854162,0.1134077,40.7407543,298,593,395,CaZrO3Eu0.02
5.03,3,0.03,2.97,131,63,8,55,299.265,151.964,15.999,135.965,580,185,60,125,5.77,3.44,0,3.44,14,6,2,4,32.0354942,13.618054,5.670385,7.947669,85.89,40,1.89,38.11,183.85792,91.224,4.55892,86.66508,520.55,180,5.55,174.45,12.65,10.32,0,10.32,24.06,18,0.06,17.94,53.77132875,40.854162,0.17011155,40.68405045,298,593,395,CaZrO3Eu0.03
5.04,3,0.04,2.96,131,63,8,55,299.265,151.964,15.999,135.965,580,185,60,125,5.77,3.44,0,3.44,14,6,2,4,32.0354942,13.618054,5.670385,7.947669,86.52,40,2.52,37.48,185.37756,91.224,6.07856,85.14544,522.4,180,7.4,172.6,12.65,10.32,0,10.32,24.08,18,0.08,17.92,53.8280326,40.854162,0.2268154,40.6273466,298,593,395,CaZrO3Eu0.04
5.05,3,0.05,2.95,131,63,8,55,299.265,151.964,15.999,135.965,580,185,60,125,5.77,3.44,0,3.44,14,6,2,4,32.0354942,13.618054,5.670385,7.947669,87.15,40,3.15,36.85,186.8972,91.224,7.5982,83.6258,524.25,180,9.25,170.75,12.65,10.32,0,10.32,24.1,18,0.1,17.9,53.88473645,40.854162,0.28351925,40.57064275,298,593,395,CaZrO3Eu0.05
11,7,0.02,6.98,124,63,8,55,286.556762,151.964,15.999,135.965,545,200,60,140,6.58,3.44,0,3.44,15,6,2,4,35.4699922,13.618054,5.670385,7.947669,162.5,75.24,1.26,73.98,350.467404,173.4876,3.03928,170.44832,1019.7,420,3.7,416.3,30.341,24.08,0,24.08,56,42,0.04,41.96,127.6889948,95.326378,0.1134077,95.2129703,298,593,395,Sr1.98P2O7Eu0.02
26,15,0.7,14.3,171,63,5,58,405.00584,151.964,10.81,141.154,725,215,60,155,7.59,3.44,0,3.44,16,6,2,4,39.015382,13.618054,5.211664,8.40639,412.8,168,30,138,938.778392,411.981,64.86,347.121,2418.5,900,129.5,770.5,68.096,51.6,0,51.6,119.3,90,1.4,88.6,281.7456235,204.27081,3.9692695,200.3015405,298,593,393,Ba3Y1.3B6O15Eu0.7
14,8,0.1,7.9,232,64,8,56,548.158252,157.25,15.999,141.251,1040,260,60,200,7.88,3.44,0,3.44,17,6,1,5,40.41899109,13.618054,3.893905548,9.724148452,266.9,64,6.3,57.7,597.698452,141.525,15.1964,126.3286,1630.5,480,18.5,461.5,34.29,27.52,0,27.52,63,48,0.2,47.8,141.1138935,108.944432,0.5670385,108.3773935,298,593,330,CsK2Gd0.9V2O8Eu0.1
14,8,0.2,7.8,232,64,8,56,548.158252,157.25,15.999,141.251,1040,260,60,200,7.88,3.44,0,3.44,17,6,1,5,40.41899109,13.618054,3.893905548,9.724148452,266.8,64,12.6,51.4,597.169852,132.905452,30.3928,102.512652,1631,480,37,443,34.17,27.52,0,27.52,63,48,0.4,47.6,141.0659524,108.944432,1.134077,107.810355,298,593,330,CsK2Gd0.8V2O8Eu0.2
14,8,0.3,7.7,232,64,8,56,548.158252,157.25,15.999,141.251,1040,260,60,200,7.88,3.44,0,3.44,17,6,1,5,40.41899109,13.618054,3.893905548,9.724148452,266.7,64,18.9,45.1,596.641252,132.905452,45.5892,87.31625196,1631.5,480,55.5,424.5,34.05,27.52,0,27.52,63,48,0.6,47.4,141.0180113,108.944432,1.7011155,107.2433165,298,593,330,CsK2Gd0.7V2O8Eu0.3
14,8,0.4,7.6,232,64,8,56,548.158252,157.25,15.999,141.251,1040,260,60,200,7.88,3.44,0,3.44,17,6,1,5,40.41899109,13.618054,3.893905548,9.724148452,266.6,64,25.2,38.8,596.112652,132.905452,60.7856,72.11985196,1632,480,74,406,33.93,27.52,0,27.52,63,48,0.8,47.2,140.9700702,108.944432,2.268154,106.676278,298,593,330,CsK2Gd0.6V2O8Eu0.4
14,8,0.5,7.5,232,64,8,56,548.158252,157.25,15.999,141.251,1040,260,60,200,7.88,3.44,0,3.44,17,6,1,5,40.41899109,13.618054,3.893905548,9.724148452,266.5,64,31.5,32.5,595.584052,132.905452,75.982,56.92345196,1632.5,480,90,390,33.81,27.52,0,27.52,63,48,1,47,140.9221291,108.944432,2.8351925,106.1092395,298,593,330,CsK2Gd0.5V2O8Eu0.5
14,8,0.4,7.6,232,64,8,56,548.158252,157.25,15.999,141.251,1040,260,60,200,7.88,3.44,0,3.44,17,6,1,5,40.41899109,13.618054,3.893905548,9.724148452,266.4,64,25.6,38.4,595.055452,132.905452,62.9,70.00545196,1633,480,72,408,33.69,27.52,0,27.52,63,48,0.8,47.2,140.874188,108.944432,2.4599184,106.4845136,298,593,330,CsK2Gd0.4V2O8Eu0.6
14,8,0.3,7.7,232,64,8,56,548.158252,157.25,15.999,141.251,1040,260,60,200,7.88,3.44,0,3.44,17,6,1,5,40.41899109,13.618054,3.893905548,9.724148452,266.3,64,19.2,44.8,594.526852,132.905452,47.175,85.73045196,1633.5,480,54,426,33.57,27.52,0,27.52,63,48,0.6,47.4,140.8262469,108.944432,1.8449388,107.0994932,298,593,330,CsK2Gd0.3V2O8Eu0.7
14,8,0.2,7.8,232,64,8,56,548.158252,157.25,15.999,141.251,1040,260,60,200,7.88,3.44,0,3.44,17,6,1,5,40.41899109,13.618054,3.893905548,9.724148452,266.2,64,12.8,51.2,593.998252,132.905452,31.45,101.455452,1634,480,36,444,33.45,27.52,0,27.52,63,48,0.4,47.6,140.7783058,108.944432,1.2299592,107.7144728,298,593,330,CsK2Gd0.2V2O8Eu0.8
14,8,0.1,7.9,232,64,8,56,548.158252,157.25,15.999,141.251,1040,260,60,200,7.88,3.44,0,3.44,17,6,1,5,40.41899109,13.618054,3.893905548,9.724148452,266.1,64,6.4,57.6,593.469652,136.7676,15.725,121.0426,1634.5,480,18,462,33.33,27.52,0,27.52,63,48,0.2,47.8,140.7303647,108.944432,0.6149796,108.3294524,298,593,330,CsK2Gd0.1V2O8Eu0.9
14,8,1,7,168,63,8,55,390.908252,151.964,15.999,135.965,860,260,60,200,6.68,3.44,0,3.44,15,6,1,5,34.26919509,13.618054,3.893905548,9.724148452,266,64,38,26,592.941052,151.964,78.1966,73.7674,1635,480,185,295,33.21,27.52,0,27.52,63,48,1,47,140.6824236,108.944432,3.893905548,105.0505265,298,593,330,CsK2V2O8Eu1
10,6,0.05,5.95,114,63,9,54,263.6751724,151.964,18.99840316,132.9655968,545,185,50,135,6.72,3.98,0,3.98,13,7,1,6,34.2315835,17.42282,5.1390767,12.2837433,119.6,54,3.15,50.85,256.7947768,113.990419,7.5982,106.392219,972.75,540,9.25,530.75,28.3895,23.88,0,23.88,47.95,42,0.1,41.9,125.9370061,104.53692,0.28351925,104.2534008,298,595,395,Na3Ga0.95F6Eu0.05
10,6,0.07,5.93,114,63,9,54,263.6751724,151.964,18.99840316,132.9655968,545,185,50,135,6.72,3.98,0,3.98,13,7,1,6,34.2315835,17.42282,5.1390767,12.2837433,120.24,54,4.41,49.59,258.4395968,113.990419,10.63748,103.352939,973.85,540,12.95,527.05,28.3533,23.88,0,23.88,47.93,42,0.14,41.86,125.9304277,104.53692,0.39692695,104.1399931,298,595,395,Na3Ga0.93F6Eu0.07
7.04,4,0.04,3.96,127,63,8,55,287.3065313,151.964,15.999,135.965,660,185,60,125,8.21,3.44,0,3.44,26,12,1,11,44.3084007,13.618054,5.1390767,8.4789773,90.52,32,2.52,29.48,189.4180913,65.38,6.07856,59.30144,662.4,240,7.4,232.6,18.53,13.76,0,13.76,42.08,24,0.08,23.92,79.7189931,54.472216,0.2268154,54.2454006,298,595,395,NaZnPO4Eu0.04
7.25,4,0.25,3.75,127,63,8,55,287.3065313,151.964,15.999,135.965,660,185,60,125,8.21,3.44,0,3.44,26,12,1,11,44.3084007,13.618054,5.1390767,8.4789773,103.75,32,11,21,221.3305313,65.38,22.98976928,42.39023072,701.25,240,46.25,193.75,18.53,13.76,0,13.76,42.5,24,0.5,23.5,80.90977395,54.472216,1.41759625,53.05461975,298,595,395,NaZnPO4Eu0.25
22,14,0.2,13.8,176,63,3,60,412.926762,151.964,6.94,145.024,835,215,60,155,9.31,3.44,0,3.44,19,6,1,5,46.37780556,13.618054,5.211664,8.40639,319.4,112,3,109,702.125448,247.1886,6.94,240.2486,1939,840,37,803,61.312,48.16,0,48.16,112,84,0.4,83.6,254.5055888,190.652756,1.134077,189.518679,298,595,394,Ba1.8LiGaP4O14Eu0.2
20,12,0.1,11.9,180,83,8,75,430.9069313,208.9804,15.999,192.9814,685,185,60,125,8.46,3.44,0,3.44,19,6,1,5,42.1997177,13.618054,5.1390767,8.4789773,338,157.7,6.3,151.4,766.1377538,397.06276,15.1964,381.86636,1882.5,720,18.5,701.5,54.25,41.28,0,41.28,99.7,72,0.2,71.8,224.703455,163.416648,0.5670385,162.8496095,298,598,396,Na3Bi1.9P3O12Eu0.1
20,12,0.125,11.875,180,83,8,75,430.9069313,208.9804,15.999,192.9814,685,185,60,125,8.46,3.44,0,3.44,19,6,1,5,42.1997177,13.618054,5.1390767,8.4789773,337.5,155.625,7.875,147.75,764.7123438,391.83825,18.9955,372.84275,1883.125,720,23.125,696.875,54.2025,41.28,0,41.28,99.625,72,0.25,71.75,224.6630767,163.416648,0.708798125,162.7078499,298,598,396,Na3Bi1.875P3O12Eu0.125
20,12,0.15,11.85,180,83,8,75,430.9069313,208.9804,15.999,192.9814,685,185,60,125,8.46,3.44,0,3.44,19,6,1,5,42.1997177,13.618054,5.1390767,8.4789773,337,153.55,9.45,144.1,763.2869338,386.61374,22.7946,363.81914,1883.75,720,27.75,692.25,54.155,41.28,0,41.28,99.55,72,0.3,71.7,224.6226985,163.416648,0.85055775,162.5660903,298,598,396,Na3Bi1.85P3O12Eu0.15
20,12,0.2,11.8,180,83,8,75,430.9069313,208.9804,15.999,192.9814,685,185,60,125,8.46,3.44,0,3.44,19,6,1,5,42.1997177,13.618054,5.1390767,8.4789773,336,149.4,12.6,136.8,760.4361138,376.16472,30.3928,345.77192,1885,720,37,683,54.06,41.28,0,41.28,99.4,72,0.4,71.6,224.5419419,163.416648,1.134077,162.282571,298,598,396,Na3Bi1.8P3O12Eu0.2
20,12,0.25,11.75,180,83,8,75,430.9069313,208.9804,15.999,192.9814,685,185,60,125,8.46,3.44,0,3.44,19,6,1,5,42.1997177,13.618054,5.1390767,8.4789773,335,145.25,15.75,129.5,757.5852938,365.7157,37.991,327.7247,1886.25,720,46.25,673.75,53.965,41.28,0,41.28,99.25,72,0.5,71.5,224.4611854,163.416648,1.41759625,161.9990518,298,598,396,Na3Bi1.75P3O12Eu0.25
20,12,0.3,11.7,180,83,8,75,430.9069313,208.9804,15.999,192.9814,685,185,60,125,8.46,3.44,0,3.44,19,6,1,5,42.1997177,13.618054,5.1390767,8.4789773,334,141.1,18.9,122.2,754.7344738,355.26668,45.5892,309.67748,1887.5,720,55.5,664.5,53.87,41.28,0,41.28,99.1,72,0.6,71.4,224.3804288,163.416648,1.7011155,161.7155325,298,598,396,Na3Bi1.7P3O12Eu0.3
45,28,0.08,27.92,157,63,8,55,355.81767,151.964,15.999,135.965,855,200,60,140,9.25,3.44,0,3.44,20,6,2,4,49.6777172,13.618054,5.670385,7.947669,668,300.96,5.04,295.92,1440.156762,693.9504,12.15712,681.79328,4288.8,1680,14.8,1665.2,121.844,96.32,0,96.32,224,168,0.16,167.84,514.477018,381.305512,0.4536308,380.8518812,298,600,400,Sr7.92MgScP7O28Eu0.08
3,2,0.05,1.95,111,63,8,55,259.187,151.964,15.999,135.965,400,185,60,125,4.77,3.44,0,3.44,12,6,2,4,25.922339,13.618054,5.670385,7.947669,57.15,38,3.15,34.85,126.259,86.6628,7.5982,79.0646,276.5,147.25,9.25,138,8.1435,6.88,0,6.88,15.9,12,0.1,11.9,33.82183225,27.236108,0.28351925,26.95258875,298,604,393,Zr0.95O2Eu0.05
3,2,0.07,1.93,111,63,8,55,259.187,151.964,15.999,135.965,400,185,60,125,4.77,3.44,0,3.44,12,6,2,4,25.922339,13.618054,5.670385,7.947669,57.61,37.2,4.41,32.79,127.4738,84.83832,10.63748,74.20084,277.1,144.15,12.95,131.2,8.1169,6.88,0,6.88,15.86,12,0.14,11.86,33.80256195,27.236108,0.39692695,26.83918105,298,604,393,Zr0.93O2Eu0.07
3,2,0.09,1.91,111,63,8,55,259.187,151.964,15.999,135.965,400,185,60,125,4.77,3.44,0,3.44,12,6,2,4,25.922339,13.618054,5.670385,7.947669,58.07,36.4,5.67,30.73,128.6886,83.01384,13.67676,69.33708,277.7,141.05,16.65,124.4,8.0903,6.88,0,6.88,15.82,12,0.18,11.82,33.78329165,27.236108,0.51033465,26.72577335,298,604,393,Zr0.91O2Eu0.09
3,2,0.11,1.89,111,63,8,55,259.187,151.964,15.999,135.965,400,185,60,125,4.77,3.44,0,3.44,12,6,2,4,25.922339,13.618054,5.670385,7.947669,58.53,35.6,6.93,28.67,129.9034,81.18936,16.71604,64.47332,278.3,137.95,20.35,117.6,8.0637,6.88,0,6.88,15.78,12,0.22,11.78,33.76402135,27.236108,0.62374235,26.61236565,298,604,393,Zr0.89O2Eu0.11
3,2,0.13,1.87,111,63,8,55,259.187,151.964,15.999,135.965,400,185,60,125,4.77,3.44,0,3.44,12,6,2,4,25.922339,13.618054,5.670385,7.947669,58.99,34.8,8.19,26.61,131.1182,79.36488,19.75532,59.60956,278.9,134.85,24.05,110.8,8.0371,6.88,0,6.88,15.74,12,0.26,11.74,33.74475105,27.236108,0.73715005,26.49895795,298,604,393,Zr0.87O2Eu0.13
9,5,0.01,4.99,198,63,3,60,474.97847,151.964,6.94,145.024,855,195,60,135,8.73,3.44,0,3.44,17,6,1,5,44.19878276,13.618054,5.391714761,8.226339239,163.55,99.18,0.62,98.56,378.9351178,241.6955178,1.5036,240.1919178,917.4,339.3,1.85,337.45,22.1457,17.2,0,17.2,39.74,30,0.02,29.98,92.95784311,68.09027,0.0564371,68.0338329,298,605,405,LiLa1.74O5BEu0.25Sm0.01
23.5,12,0.5,11.5,224,73,3,70,534.83435,180.94788,6.94,174.00788,910,195,60,135,8.02,3.44,0,3.44,19,6,1,5,43.91977896,13.618054,5.391714761,8.226339239,425.5,146,18,128,989.3947,361.89576,40.078,321.81776,2542.5,870,92.5,777.5,53.36,41.28,0,41.28,97,72,1,71,230.9682243,163.416648,2.8351925,160.5814555,298,608,464,Li6CaLa2Ta2O12Eu0.5
9,6,0.02,5.98,184,74,8,66,440.70884,183.84,15.999,167.841,560,185,60,125,6.36,3.44,0,3.44,17,6,2,4,33.369729,13.618054,5.670385,7.947669,200.48,77.22,1.26,75.96,458.9068432,183.84,3.03928,180.80072,855.1,360,3.7,356.3,24.7556,20.64,0,20.64,47.98,36,0.04,35.96,101.9959365,81.708324,0.1134077,81.5949163,298,609,394,Y1.98WO6Eu0.02
9,6,0.06,5.94,184,74,8,66,440.70884,183.84,15.999,167.841,560,185,60,125,6.36,3.44,0,3.44,17,6,2,4,33.369729,13.618054,5.670385,7.947669,201.44,75.66,3.78,71.88,461.4291696,183.84,9.11784,174.72216,855.3,360,11.1,348.9,24.7068,20.64,0,20.64,47.94,36,0.12,35.88,101.9740615,81.708324,0.3402231,81.3681009,298,609,394,Y1.94WO6Eu0.06
9,6,0.1,5.9,184,74,8,66,440.70884,183.84,15.999,167.841,560,185,60,125,6.36,3.44,0,3.44,17,6,2,4,33.369729,13.618054,5.670385,7.947669,202.4,74.1,6.3,67.8,463.951496,183.84,15.1964,168.6436,855.5,360,18.5,341.5,24.658,20.64,0,20.64,47.9,36,0.2,35.8,101.9521865,81.708324,0.5670385,81.1412855,298,609,394,Y1.9WO6Eu0.1
9,6,0.14,5.86,184,74,8,66,440.70884,183.84,15.999,167.841,560,185,60,125,6.36,3.44,0,3.44,17,6,2,4,33.369729,13.618054,5.670385,7.947669,203.36,74,8.82,65.18,466.4738224,183.84,21.27496,162.56504,855.7,360,25.9,334.1,24.6092,20.64,0,20.64,47.86,36,0.28,35.72,101.9303115,81.708324,0.7938539,80.9144701,298,609,394,Y1.86WO6Eu0.14
9,6,0.18,5.82,184,74,8,66,440.70884,183.84,15.999,167.841,560,185,60,125,6.36,3.44,0,3.44,17,6,2,4,33.369729,13.618054,5.670385,7.947669,204.32,74,11.34,62.66,468.9961488,183.84,27.35352,156.48648,855.9,360,33.3,326.7,24.5604,20.64,0,20.64,47.82,36,0.36,35.64,101.9084365,81.708324,1.0206693,80.6876547,298,609,394,Y1.82WO6Eu0.18
9,6,0.22,5.78,184,74,8,66,440.70884,183.84,15.999,167.841,560,185,60,125,6.36,3.44,0,3.44,17,6,2,4,33.369729,13.618054,5.670385,7.947669,205.28,74,13.86,60.14,471.5184752,183.84,33.43208,150.40792,856.1,360,40.7,319.3,24.5116,20.64,0,20.64,47.78,36,0.44,35.56,101.8865615,81.708324,1.2474847,80.4608393,298,609,394,Y1.78WO6Eu0.22
9,6,0.26,5.74,184,74,8,66,440.70884,183.84,15.999,167.841,560,185,60,125,6.36,3.44,0,3.44,17,6,2,4,33.369729,13.618054,5.670385,7.947669,206.24,74,16.38,57.62,474.0408016,183.84,39.51064,144.32936,856.3,360,48.1,311.9,24.4628,20.64,0,20.64,47.74,36,0.52,35.48,101.8646865,81.708324,1.4743001,80.2340239,298,609,394,Y1.74WO6Eu0.26
9,6,0.3,5.7,184,74,8,66,440.70884,183.84,15.999,167.841,560,185,60,125,6.36,3.44,0,3.44,17,6,2,4,33.369729,13.618054,5.670385,7.947669,207.2,74,18.9,55.1,476.563128,183.84,45.5892,138.2508,856.5,360,55.5,304.5,24.414,20.64,0,20.64,47.7,36,0.6,35.4,101.8428115,81.708324,1.7011155,80.0072085,298,609,394,Y1.7WO6Eu0.3
9,6,0.34,5.66,184,74,8,66,440.70884,183.84,15.999,167.841,560,185,60,125,6.36,3.44,0,3.44,17,6,2,4,33.369729,13.618054,5.670385,7.947669,208.16,74,21.42,52.58,479.0854544,183.84,51.66776,132.17224,856.7,360,62.9,297.1,24.3652,20.64,0,20.64,47.66,36,0.68,35.32,101.8209365,81.708324,1.9279309,79.7803931,298,609,394,Y1.66WO6Eu0.34
9,6,0.38,5.62,184,74,8,66,440.70884,183.84,15.999,167.841,560,185,60,125,6.36,3.44,0,3.44,17,6,2,4,33.369729,13.618054,5.670385,7.947669,209.12,74,23.94,50.06,481.6077808,183.84,57.74632,126.09368,856.9,360,70.3,289.7,24.3164,20.64,0,20.64,47.62,36,0.76,35.24,101.7990615,81.708324,2.1547463,79.5535777,298,609,394,Y1.62WO6Eu0.38
12.04,5,0.04,4.96,139,63,8,55,318.0145385,151.964,15.999,135.965,670,200,60,140,9.16,3.44,0,3.44,20,7,2,5,43.9367046,13.618054,5.670385,7.947669,216.52,114,2.52,111.48,473.796637,262.86,6.07856,256.78144,1357.4,600,7.4,592.6,29.59,17.2,0,17.2,56.08,30,0.08,29.92,123.3084838,68.09027,0.2268154,67.8634546,298,609,350,Sr3Al2O5Cl2Eu0.04
8.7,6,0.3,5.7,177,64,8,56,421.163,157.25,15.999,141.251,570,185,60,125,6.8,3.44,0,3.44,16,6,2,4,32.530665,13.618054,5.670385,7.947669,198.5,89.6,18.9,70.7,457.6832,220.15,45.5892,174.5608,812.5,360,55.5,304.5,24.48,20.64,0,20.64,45.4,36,0.6,35.4,99.1115839,81.708324,1.7011155,80.0072085,298,610,463,Gd1.4MoO6Eu0.3
6.008,3,0.008,2.992,155,63,7,56,348.7355385,151.964,14.007,137.957,865,200,65,135,8.5,3.04,0,3.04,18,5,2,3,46.1499888,14.53413,5.670385,8.863745,82.904,30.4,0.504,29.896,176.4148505,70.096,1.215712,68.880288,627.48,195,1.48,193.52,13.59,9.12,0,9.12,24.016,15,0.016,14.984,63.56372928,43.60239,0.04536308,43.55702692,298,610,455,Sr0.8Ca0.2AlSiN3Eu0.008
44.93,28,0.01,27.99,175,63,8,55,399.767602,151.964,15.999,135.965,875,200,60,140,9.11,3.44,0,3.44,20,6,2,4,49.3334872,13.618054,5.670385,7.947669,681.59,300.96,0.63,300.33,1473.469214,693.9504,1.51964,692.43076,4295.85,1680,1.85,1678.15,121.704,96.32,0,96.32,223.86,168,0.02,167.98,513.7358611,381.305512,0.05670385,381.2488082,298,610,400,Sr7.92MgYP7O28Eu0.01
10,6,0.2,5.8,217,63,8,55,516.24847,151.964,15.999,135.965,785,200,60,140,7.54,3.44,0,3.44,18,6,2,4,39.1685952,13.618054,5.5769,8.041154,233.2,76,12.6,63.4,534.511176,175.24,30.3928,144.8472,1098,400,37,363,25.47,20.64,0,20.64,47.8,36,0.4,35.6,107.3020444,81.708324,1.134077,80.574247,298,610,396,Sr2La0.8SbO6Eu0.2
19.8,12,0.2,11.8,154,63,8,55,353.80384,151.964,15.999,135.965,700,185,60,125,7.98,3.44,0,3.44,17,6,2,4,41.051369,13.618054,5.670385,7.947669,303,96,12.6,83.4,655.435144,217.89,30.3928,187.4972,1870,720,37,683,53.192,41.28,0,41.28,95.2,72,0.4,71.6,221.135351,163.416648,1.134077,162.282571,298,610,394,Mg3Y1.6Ge3O12Eu0.2
19.6,12,0.4,11.6,154,63,8,55,353.80384,151.964,15.999,135.965,700,185,60,125,7.98,3.44,0,3.44,17,6,2,4,41.051369,13.618054,5.670385,7.947669,300,96,25.2,70.8,650.265608,217.89,60.7856,157.1044,1835,720,74,646,52.704,41.28,0,41.28,94.4,72,0.8,71.2,219.782524,163.416648,2.268154,161.148494,298,610,394,Mg3Y1.2Ge3O12Eu0.4
19.5,12,0.5,11.5,154,63,8,55,353.80384,151.964,15.999,135.965,700,185,60,125,7.98,3.44,0,3.44,17,6,2,4,41.051369,13.618054,5.670385,7.947669,298.5,96,31.5,64.5,647.68084,217.89,72.915,144.975,1817.5,720,92.5,627.5,52.46,41.28,0,41.28,94,72,1,71,219.1061105,163.416648,2.8351925,160.5814555,298,610,394,Mg3YGe3O12Eu0.5
